project_id,git_url,repo_name,owner_repo,repo_path,size,Name,Bytes,CodeBytes,Lines,Code,Comment,Blank,Complexity,Count,WeightedComplexity,Files,others,acl,androidlog,jul,log4j,log4j2,logback,slf4j,is_general,general_lus
36130,https://api.github.com/repos/apache/pig,pig,apache/pig,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_pig.tar.gz,large,Java,15403492,0,401223,270797,78775,51651,0,1791,0,[],org.apache.pig.backend.hadoop.executionengine.mapreducelayer.pighadooplogger;org.apache.pig.backend.hadoop.executionengine.physicallayer.piglogger,True,False,False,True,False,False,True,True,"['acl', 'log4j', 'slf4j']"
23606261,https://api.github.com/repos/javaserverfaces/mojarra,mojarra,javaserverfaces/mojarra,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/javaserverfaces_mojarra.tar.gz,large,Java,18980354,0,504655,226918,205047,72690,0,3087,0,[],com.sun.faces.util.faceslogger,True,False,True,False,False,False,False,True,"['acl', 'jul']"
10799146,https://api.github.com/repos/Blazebit/blaze-persistence,blaze-persistence,Blazebit/blaze-persistence,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Blazebit_blaze-persistence.tar.gz,large,Java,16877265,0,430956,264866,106610,59480,0,3938,0,[],,True,False,True,False,False,False,False,True,"['acl', 'jul']"
38929,https://api.github.com/repos/wala/WALA,WALA,wala/WALA,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/wala_WALA.tar.gz,large,Java,10236645,0,307263,202933,68219,36111,0,1974,0,[],net.htmlparser.jericho.logger;net.htmlparser.jericho.loggerprovider,False,False,True,False,False,False,True,True,"['jul', 'slf4j']"
17423,https://api.github.com/repos/liferay/liferay-ide,liferay-ide,liferay/liferay-ide,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/liferay_liferay-ide.tar.gz,large,Java,20709402,0,644877,380870,133775,130232,0,3592,0,[],org.apache.tools.ant.defaultlogger;org.eclipse.wst.jsdt.web.core.internal.logger,False,False,True,False,False,False,False,True,['jul']
22069563,https://api.github.com/repos/apache/nifi,nifi,apache/nifi,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_nifi.tar.gz,large,Java,41567335,0,950570,641591,169167,139812,0,5582,0,[],org.apache.nifi.controller.terminationawarelogger;org.apache.nifi.logging.componentlog;org.apache.nifi.logging.controllerservicelogobserver;org.apache.nifi.logging.loglevel;org.apache.nifi.logging.logmessage;org.apache.nifi.logging.logobserver;org.apache.nifi.logging.logrepository;org.apache.nifi.logging.logrepositoryfactory;org.apache.nifi.logging.nifilog;org.apache.nifi.logging.processorlogobserver;org.apache.nifi.logging.reportingtasklogobserver;org.apache.nifi.mock.mockcomponentlogger;org.apache.nifi.processor.simpleprocesslogger;org.apache.nifi.processors.windows.event.log.jna.errorlookup;org.apache.nifi.processors.windows.event.log.jna.eventsubscribexmlrenderingcallback;org.apache.nifi.processors.windows.event.log.jna.wevtapi;org.apache.nifi.util.loggingxmlparsererrorhandler,True,False,True,False,False,False,True,True,"['acl', 'jul', 'slf4j']"
29897800,https://api.github.com/repos/Fivium/FOXopen,FOXopen,Fivium/FOXopen,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Fivium_FOXopen.tar.gz,large,Java,5517698,0,146167,94905,28202,23060,0,1275,0,[],net.foxopen.fox.logging.boomerangbanghandler;net.foxopen.fox.logging.errorlogger;net.foxopen.fox.logging.foxlogger;net.foxopen.fox.logging.requestlogger;net.foxopen.fox.track.tracklogger,False,False,False,False,False,False,True,True,['slf4j']
76841020,https://api.github.com/repos/telstra/open-kilda,open-kilda,telstra/open-kilda,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/telstra_open-kilda.tar.gz,large,Java,9244139,0,235048,148955,51029,35064,0,2363,0,[],org.openkilda.log.activitylogger;org.openkilda.log.constants.activitytype;org.openkilda.log.dao.entity.activitytypeentity;org.openkilda.log.dao.entity.useractivityentity;org.openkilda.log.dao.repository.activitytyperepository;org.openkilda.log.dao.repository.useractivityrepository;org.openkilda.log.model.activitytypeinfo;org.openkilda.log.model.loginfo;org.openkilda.log.service.useractivityservice;org.openkilda.log.util.logconversionutil;org.openkilda.security.filter.loggingfilter;org.openkilda.wfm.topology.network.networktopologydashboardlogger;org.squirrelframework.foundation.fsm.statemachinelogger,True,False,False,True,False,False,True,True,"['acl', 'log4j', 'slf4j']"
6942726,https://api.github.com/repos/agibsonccc/java-deeplearning,java-deeplearning,agibsonccc/java-deeplearning,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/agibsonccc_java-deeplearning.tar.gz,large,Java,35174146,0,909979,550431,217963,141585,0,5444,0,[],org.apache.uima.util.logger;org.nd4j.util.onetimelogger;org.nlpcn.commons.lang.util.logging.log;org.nlpcn.commons.lang.util.logging.logfactory,False,False,True,False,False,False,True,True,"['jul', 'slf4j']"
177326,https://api.github.com/repos/libgdx/libgdx,libgdx,libgdx/libgdx,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/libgdx_libgdx.tar.gz,large,Java,15035126,0,410825,279658,71864,59303,0,2356,0,[],com.badlogic.gdx.applicationlogger;com.badlogic.gdx.utils.logger;com.google.gwt.core.ext.treelogger;com.google.gwt.core.ext.treelogger.*;com.google.gwt.core.ext.treelogger.type;com.google.gwt.logging.client.consoleloghandler,False,True,False,False,False,False,False,True,['androidlog']
16783294,https://api.github.com/repos/openimaj/openimaj,openimaj,openimaj/openimaj,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/openimaj_openimaj.tar.gz,large,Java,17706806,0,514649,270650,191867,52132,0,2805,0,[],java.lang.math.log;org.openimaj.image.feature.local.detector.ipd.finder.loggingoctaveinterestpointfinder;org.openimaj.logger.loggerutils,False,False,True,True,True,False,True,True,"['jul', 'log4j', 'log4j2', 'slf4j']"
22067455,https://api.github.com/repos/openl-tablets/openl-tablets,openl-tablets,openl-tablets/openl-tablets,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/openl-tablets_openl-tablets.tar.gz,large,Java,11173444,0,318516,231607,34794,52115,0,3173,0,[],org.apache.cxf.interceptor.loggingininterceptor;org.apache.cxf.interceptor.loggingmessage;org.apache.cxf.interceptor.loggingoutinterceptor;org.apache.maven.plugin.logging.log;org.jetbrains.java.decompiler.main.extern.ifernflowerlogger;org.openl.rules.ruleservice.logging.*;org.openl.rules.ruleservice.logging.annotation.*;org.openl.rules.ruleservice.logging.annotation.ignorelogging;org.openl.rules.ruleservice.logging.cassandra.annotation.useentity;org.openl.rules.ruleservice.logging.conf.storeloggingconfiguration;org.openl.rules.ruleservice.logging.elasticsearch.annotation.useindexbuilder;org.openl.rules.ruleservice.logging.elasticsearch.indexbuilder;org.openl.rules.ruleservice.logging.loggingcustomdata;org.openl.rules.ruleservice.logging.logginginfo;org.openl.rules.ruleservice.logging.logginginfoconvertor;org.openl.rules.ruleservice.logging.logginginfomapper;org.openl.rules.ruleservice.logging.objectserializer;org.openl.rules.ruleservice.logging.processingexception;org.openl.rules.ruleservice.logging.ruleservicelogging;org.openl.rules.ruleservice.logging.ruleserviceloggingholder;org.openl.rules.ruleservice.logging.storelogginginfoservice;org.openl.rules.ruleservice.logging.typeconvertor;org.openl.rules.ruleservice.publish.jaxrs.logging.jacksonobjectserializer;org.openl.rules.ruleservice.publish.jaxws.logging.aegisobjectserializer;org.openl.util.log,False,False,False,False,False,False,True,True,['slf4j']
5885792,https://api.github.com/repos/shihyu/DesignPatternExample,DesignPatternExample,shihyu/DesignPatternExample,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/shihyu_DesignPatternExample.tar.gz,large,Java,2299298,0,88034,58049,18976,11009,0,3591,0,[],,True,False,False,False,False,False,False,True,['acl']
62373,https://api.github.com/repos/ceylon/ceylon-compiler,ceylon-compiler,ceylon/ceylon-compiler,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ceylon_ceylon-compiler.tar.gz,large,Java,18218283,0,475258,265466,161971,47821,0,4228,0,[],com.redhat.ceylon.common.log.logger;com.redhat.ceylon.model.loader.loaderjullogger;com.sun.tools.javac.util.log,False,False,True,False,False,False,False,True,['jul']
5710542,https://api.github.com/repos/IanDarwin/javasrc,javasrc,IanDarwin/javasrc,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/IanDarwin_javasrc.tar.gz,large,Java,2027544,0,74182,49398,14311,10473,0,1444,0,[],,False,False,True,False,False,False,False,True,['jul']
67780597,https://api.github.com/repos/apache/incubator-pulsar,incubator-pulsar,apache/incubator-pulsar,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_incubator-pulsar.tar.gz,large,Java,19850058,0,482162,335681,83987,62494,0,2271,0,[],io.airlift.log.logger;org.apache.bookkeeper.stats.nullstatslogger;org.apache.bookkeeper.stats.opstatslogger;org.apache.bookkeeper.stats.statslogger,False,False,False,False,True,False,True,True,"['log4j2', 'slf4j']"
26051663,https://api.github.com/repos/JMRI/JMRI,JMRI,JMRI/JMRI,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/JMRI_JMRI.tar.gz,large,Java,50158443,0,1341634,915627,258362,167645,0,8732,0,[],jmri.jmrit.operations.rollingstock.rollingstocklogger;jmri.jmrit.operations.trains.trainlogger,False,False,True,True,False,False,True,True,"['jul', 'log4j', 'slf4j']"
123137527,https://api.github.com/repos/apache/incubator-shardingsphere,incubator-shardingsphere,apache/incubator-shardingsphere,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_incubator-shardingsphere.tar.gz,large,Java,7937371,0,184612,105559,54424,24629,0,2499,0,[],io.netty.handler.logging.logginghandler;io.netty.handler.logging.loglevel;org.apache.shardingsphere.core.route.sqllogger,False,False,True,False,False,False,True,True,"['jul', 'slf4j']"
22210909,https://api.github.com/repos/apache/usergrid,usergrid,apache/usergrid,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_usergrid.tar.gz,large,Java,11119433,0,318003,176450,65688,75865,0,2097,0,[],org.apache.usergrid.chop.webapp.view.log.loglayout;org.codehaus.plexus.logging.console.consolelogger;org.jclouds.logging.log4j.config.log4jloggingmodule,False,False,True,True,False,False,True,True,"['jul', 'log4j', 'slf4j']"
403989,https://api.github.com/repos/RestComm/sip-servlets,sip-servlets,RestComm/sip-servlets,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/RestComm_sip-servlets.tar.gz,large,Java,9941988,0,249393,152976,66265,30152,0,1313,0,[],io.undertow.servlet.undertowservletlogger;io.undertow.undertowlogger;org.jboss.as.server.logging.serverlogger;org.jboss.as.server.serverlogger;org.jboss.seam.annotations.logger;org.jboss.seam.log.log;org.jboss.security.picketboxlogger;org.wildfly.extension.undertow.logging.undertowlogger;org.wildfly.extension.undertow.logging.undertowlogger.root_logger;org.wildfly.extension.undertow.undertowlogger,True,False,True,True,False,False,True,True,"['acl', 'jul', 'log4j', 'slf4j']"
88514,https://api.github.com/repos/erlang/erlide_eclipse,erlide,erlang/erlide_eclipse,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/erlang_erlide_eclipse.tar.gz,large,Java,5263089,0,150133,102144,28767,19222,0,1199,0,[],org.erlide.core.internal.erlangcorelogger;org.erlide.cover.core.logger;org.erlide.util.erllogger,False,False,True,False,False,False,False,True,['jul']
2217716,https://api.github.com/repos/tulskiy/musique,musique,tulskiy/musique,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/tulskiy_musique.tar.gz,large,Java,9211414,0,254170,163719,63262,27189,0,1273,0,[],org.jaudiotagger.logging.*;org.jaudiotagger.logging.abstracttagdisplayformatter;org.jaudiotagger.logging.errormessage;org.jaudiotagger.logging.filesystemmessage;org.jaudiotagger.logging.hex,False,False,True,False,False,False,False,True,['jul']
